address,business_name,email,numbers,website
"Emergency Rescue Information Control Centre, Ministry of Works & Transport Building, Agodi, Ibadan, Oyo",Rescue Team Nigeria Ambulance Ibadan Oyo,roadrescue2009@yahoo.com,"0703 464 0202,0812 574 0204,0803 326 9090",
"3, Deeper Life Street, Barika, Ibadan, Oyo State",PIPO Global Caregivers Ibadan Oyo State,pipoglobal@gmail.com,0706 972 9771,
"Mokola Round-About, Ibadan, Oyo State, Nigeria","Medical Practitioners Ltd Ibadan Oyo State, Nigeria",,"0812 945 8349,0815 396 9536",
"Plot 16 Providence Estate Eleyele Ibadan, P.O.Box 14075 U.I. Post Office, Ibadan, Oyo State Nigeria",Irabor Mark Ibadan Oyo State Nigeria,irabormark@gmail.com,0802 334 2859,
"Plot 16 Providence Estate Eleyele Ibadan, P.O.Box 14075 U.I. Post Office, Ibadan, Oyo",Irabor Mark Ibadan Oyo,irabormark@gmail.com,0802 334 2859,
"SW 9/10 90A Off Adeoyo, Ring Road, Ibadan, Oyo Nigeria",Daidco Global Limited Ibadan Oyo Nigeria,alukodavid@daidcoglobal.com,0909 146 7470,
"19/20 Ashi Road, Adjacent Olona Mosque, Ibadan, Oyo State, Nigeria","Joyfold Natural Health Centre Ibadan Oyo State, Nigeria",info@joyfoldhealthcentre.com,"0803 470 6365,0705 776 7770",
"1st building 1st floor,Lister Building beside High Court,Ring Road, Ibadan, Oyo",Boom Homecare Agency Ibadan Oyo,boomhomecare@gmail.com,"0906 510 6156,0708 983 1004",
"No. 5, Oyo Road, Opposite Oba Akinbiyi High School, Beside First Royal Filling Station,, Oremeji-Mokola Ibadan, Oyo Nigeria",PLAN Health Advocacy & Dev. Foundation Oremeji,info@planfoundation.org.ng,0803 719 0628,http://www.planfoundation.org.ng
"No. 63, MKO Abiola Way, Duraclean building, Ring Road, Ibadan, Oyo State Nigeria",A&A Elderly Care Ibadan Oyo State Nigeria,aaelderlycare@gmail.com,"0806 319 8088,0805 413 9920",
"Block F, Suite 36 /37 Oyo State Permanent Trade Fair Complex, Sango Ibadan, Oyo Nigeria",Eagles Health & Development Initiative Sango Ibadan Oyo Nigeria,enquiries@eagleshdi.org,"0906 155 9178,0802 350 4180",http://www.eagleshdi.org/
"New Bodija, Ibadan, Oyo State, Nigeria","Daddy G's Multipurpose Concepts Ibadan Oyo State, Nigeria",info@daddygconcepts.com,0803 484 9364,https://www.daddygconcepts.com/contact/
"White House, Oba Abimbola Oluwo Road, Felele, Ibadan, Oyo State Nigeria","Splash FM 105.5 Felele, Ibadan Oyo State Nigeria",info@splashfm1055.com,0805 699 8717,http://splashfm1055.com/
"Dugbe, Ibadan, Oyo State, Nigeria","Babsol Newspaper Ibadan Oyo State, Nigeria",babsolnigeria@gmail.com,"0818 332 6794,0803 220 5412",
"49, Ondo Street, Off Osuntokun Avenue, Old Bodija, Ibadan, Oyo State, Nigeria","The Beat 97.9FM Old Bodija, Ibadan Oyo State, Nigeria",info@thebeat97.com,"0805 222 9007,02 628 0101,02 628 0102",http://www.thebeat97.com/
"136 Liberty Road, Ibadan, Oyo State Nigeria",Space FM 90.1 Ibadan Oyo State Nigeria,info@spacefm901.org.ng,"0704 633 3577,0903 553 8293,0903 800 7224",https://spacefm901.org.ng/
"11 Obe Street Kongi, New Bodija Ibadan, Oyo State Nigeria",Petals FM 102.3 New Bodija Ibadan Oyo State Nigeria,petalsfm@gmail.com,0905 608 0477,http://petalsfm.com.ng/
"Broadcasting House, No, 1 Oba Adebimpe Road, Dugbe, Oyo State",Radio Nigeria Ibadan Dugbe Oyo State,radionigeriaibadan@gmail.com,"02 240 0660,02 240 0661,02 240 0662",http://www.radionigeriaibadan.org.ng/
"Tribune House, Imalefalafia Street, Oke-Ado Ibadan, Oyo State",Nigerian Tribune Oke,admin@tribuneonlineng.com,"0805 506 9379,0802 320 8378,0806 864 0812",http://tribuneonlineng.com
"Imalefalafia Street, Oke-Ado, Ibadan, Oyo State",FocusNigeria Ibadan Oyo State,editor@focusnigeria.com,,http://www.focusnigeria.com/
"White House Building, Oba Abimbila Way, Felele Ibadan, Oyo State Nigeria",Lagelu 96.3FM Felele Ibadan Oyo State Nigeria,info@lagelufm.com,"0805 699 8717,0809 963 6963,0903 000 1963",http://www.lagelufm.com/
"The Media Centre, Atiba Road, University of Ibadan, Ibadan, Oyo State Nigeria",Diamond FM 101.1 Ibadan Oyo State Nigeria,diamondfm@ui.edu.ng,0803 355 6687,https://diamondfm.ui.edu.ng/
"Ile-Akede, Orita- Basorun, Ibadan, Oyo State, Nigeria","BCOS TV Station Ibadan Oyo State, Nigeria",editorsdesk@bcos.tv,"0803 561 0142,0802 307 3636",https://bcos.tv/
"Agugu- Oremeji, Ona-Ara LGA, Ibadan, Oyo State, Nigeria","Oremeji Post Office Ibadan Oyo State, Nigeria",,0909 299 5174,
"Iwo Road, Ibadan, Oyo, Nigeria","Iwo Road Police Station Ibadan Oyo, Nigeria",,0803 218 7734,
"Ibadan - Iwo Road, Ibadan, Oyo State, Nigeria","Lagelu Local Government Complex Ibadan Oyo State, Nigeria",,,
"Ikolaba Road, Ibadan, Oyo State, Nigeria","Federal Secretariat Ibadan Ibadan Oyo State, Nigeria",,,
"Eleyele, Ibadan, Oyo State, Nigeria","Police Headquarter Ibadan Ibadan Oyo State, Nigeria",olugbengaf@yahoo.com,0803 563 2410,https://www.npf.gov.ng/
"State Secretariat, Agodi, lbadan, Oyo Nigeria",Solid Minerals Development Agency lbadan Oyo Nigeria,info@oyostate.gov.ng,,https://oyostate.gov.ng/solid-minerals-development-agency-2/#1503060576785-021af5ad-0cd20d57-681a
"State Secretariat, Agodi, lbadan, Oyo Nigeria",Oyo State Solid Waste Management Agency lbadan Oyo Nigeria,info@oyostate.gov.ng,,https://oyostate.gov.ng/oyo-state-solid-waste-management-agency/
"Oyo State Fire Service, lbadan, Oyo Nigeria",Oyo State Fire Service lbadan Oyo Nigeria,,"0805 435 3501,0806 843 9223,0816 086 6690",https://oyostate.gov.ng/oyo-state-fire-service/
"Oyo State Pension Board Secretariat, lbadan, Oyo Nigeria",Oyo State Pensions Board lbadan Oyo Nigeria,10ysboard@gmail.com,,https://oyostate.gov.ng/oyo-state-pension-board/
"Oyo State Housing Corporation, 1 Independence Square,Bodija Estate, lbadan, Oyo Nigeria",Oyo State Housing Corporation lbadan Oyo Nigeria,oyohousing@yahoo.com,0802 333 6345,https://oyostate.gov.ng/oyo-state-housing-corporation/
"No. 8, Government House Road Agodi, lbadan, Oyo Nigeria",Oyo State Agency for the Control of AIDS lbadan Oyo Nigeria,info@oysaca.ng,0813 484 7185,https://www.oysaca.ng/
"Kukumada,, New Ife Road, Ibadan, Oyo State, Nigeria","Ogungbade Police station New Ife Road, Ibadan Oyo State, Nigeria",policemonitor@npf.gov.ng,,https://www.npf.gov.ng/
"P.M.B. 5, U.I. Post Office, Ojoo, Oyo Road, Ibadan, Oyo State, Nigeria","NISER Oyo Road, Ibadan Oyo State, Nigeria",dg@niser.gov.ng,"02 291 2230,02 200 6011,0703 354 5404",https://niser.gov.ng/
"State Secretariat, Agodi, lbadan, Oyo Nigeria",Bureau of Public Procurement lbadan Oyo Nigeria,info@oyostate.gov.ng,,https://oyostate.gov.ng/bureau-of-public-procurement/
"Customs Building, Bodija, Ibadan, Oyo",Nigeria Immigration Service Ibadan Oyo,nis.zoneF@nigeriaimmigration.gov.ng,"0811 975 3844,0708 060 7900,0814 719 9908",https://immigration.gov.ng/
"10 Spibat Road, Amakohia-Akwakuma, Owerri, Imo State, Nigeria",Ukay's clothing Amakohia,ojieuchariaogonnia@gmail.com,"0816 982 2561,0907 116 2306",
"Parliament Road, Agodi, Mokola Hill, Ibadan, Oyo State, Nigeria","Independent National Electoral Commission Agodi, Mokola Hill, Ibadan Oyo State, Nigeria",iccc@inec.gov.ng,"0700 2255 4632,0803 069 2731",https://www.inecnigeria.org/
"6th Avenue, 62 Road House 22, Federal Housing Egbeda, New Owerri, Imo State, Nigeria","Renew Your Look Exclusive Beauty Salon Federal Housing Egbeda, New Owerri Imo State, Nigeria",,"0705 975 0155,0703 393 3431,0818 473 6510",
"Plot 21, Old D, Housing Estate, New Owerri, Imo Nigeria",Tshabron Limited New Owerri Imo Nigeria,info@tshabrongroup.net,0803 203 4303,
"No 116 Tetlow Road, Owerri, lmo Nigeria",Nixero Group Owerri lmo Nigeria,info@nixerogroup.com,"0806 440 9294,0809 587 9970",
"#3 Ahamba Close off MCC uratta road, Owerri, Imo State",Great Valopa Investment limited Owerri Imo State,Info@greatvalopainvestment.com,0816 829 9894,
"29 Mbonu Ojike Street, Ikenegbu Layout, Owerri, Imo State, Nigeria","Fashion Addict Ikenegbu Layout, Owerri Imo State, Nigeria",,0803 296 8664,
"No 170 Ikenegbu Layout, Owerri, Imo Nigeria",Integrated JoshKeg Services Owerri Imo Nigeria,,0803 526 4583,
"Akwakuma Junction, No. 198 Orlu Road, Amakohia-Akwakuma, Owerri, Imo State, Nigeria",Click Haircut Global Services Amakohia,,0803 510 5544,
"MCC/Uratta Road, by Wethedral Road, Owerri, Imo Nigeria",Cocean Nigeria Integrated Ltd Owerri Imo Nigeria,info@coceanng.com,0708 889 6654,
"8 Nworie Lane, Amakohia-Akwakuma, Owerri, Imo State, Nigeria",C.N.O Rental Services Amakohia,,"0803 269 2303,0813 289 3516",
"132 Sir Bern Street, Pocket Layout, Amakohia Extension, Owerri, Imo State, Nigeria","Beautifymoi jewelry Amakohia Extension, Owerri Imo State, Nigeria",,0810 652 1011,
"156 Orlu Road, Akwakuma, Amakohia-Akwakuma, Owerri, Imo State, Nigeria",Accurate Fashion Amakohia,,0806 903 1807,
"10 Wetheral Road, Owerri, Imo State, Nigeria","SLOT Phones Owerri Imo State, Nigeria",info@slot.ng,"0906 208 3618,0700 500 0050",https://slot.ng/
"Suite C 53, Dan Anyiam Stadium, New Shopping Plaza, Stadium lane, Opposite Jehovah Witness, Owerri, Imo State Nigeria",PIN Technologies Owerri Imo State Nigeria,info@pintechnologies.com.ng,"0807 486 9904,0807 638 2508",http://www.pintechnologies.com.ng/
"No. 1 Anokwu Street, Owerri, Imo State Nigeria",Livangel Management Owerri Imo State Nigeria,livosike@yahoo.co.uk,"0803 314 6451,0813 635 6489",http://www.livangel.com.ng/
"No 44 Tetlow Road, Owerri, lmo Nigeria",Jamalife Helpers Global Owerri lmo Nigeria,support@Jamalifehelpersglobal.com,"0902 266 2991,0905 353 5212",https://www.jamalifehelpersglobal.com/
"Km 34 Uratta (MCC) Road, Owerri, lmo Nigeria",IhemDavis Press Limited Owerri lmo Nigeria,okwydavis@gmail.com,0817 905 4150,https://ihemdavis.com/
"No 124A Okigwe Road, Opp Water Board, Owerri, Imo Nigeria",Fasmicro Limited Owerri Imo Nigeria,info@fasmicro.com,"0810 711 6861,0803 661 3606",http://fasmicro.com/
"No 22 Okigwe Road, Owerri, lmo Nigeria",eHara Office Owerri Owerri lmo Nigeria,support@eharacab.com,0814 9906 887,http://eharacab.com/index
"1st Floor, 45 45 MCC Road, Opposite St. John's Lab, Owerri, Imo Nigeria",DYKON Solar Solutions Nig. Ltd Owerri Imo Nigeria,info@dykonsolar.com,"0815 050 7000,0703 637 0243",https://dykonsolar.com/
"Okwu Uratta, Aladinma, Owerri, Imo State, Nigeria","Vinax Hostel, Okwu Uratta Aladinma, Owerri Imo State, Nigeria",,,
"No 3 Chidi Akurunwa Street Off Port Harcourt Road Behind Nut Building, Owerri, Imo State Nigeria",Vienna Suites Owerri Imo State Nigeria,info@viennasuitesowerri.com,0906 868 1612,
"No 5 Chiddi Akurunwa Street, Off Portharcourt Road, Owerri, Imo State Nigeria",Toprate Luxury Hotel Owerri Imo State Nigeria,reservations@topratehotel.com,"0806 566 5353,0814 171 0666",
"No. 6 Spanish Kingdom Avenue, Hilltop Layout, New Owerri, Imo State, Nigeria","Spanish Kingdom Apartments and Suites Hilltop Layout, New Owerri Imo State, Nigeria",,"0705 915 5000,0704 081 8240",
"Plot 14 Amadi Street, Amakohia Owerri North, Imo State Nigeria",Sea View Hotel Amakohia Owerri North Imo State Nigeria,bookings@seaviewhotel.com.ng.com,"0909 715 7937,0816 887 1008",
"1, Shelvac Avenue, Area F, New Owerri, Imo State, Nigeria","Shelvac Hotel Area F, New Owerri Imo State, Nigeria",,,
"Plot 8 Port-Harcourt Road, Owerri, Imo State Nigeria",Owerri Hotel Plaza Owerri Imo State Nigeria,info@owerrihotelplaza.com,"0803 540 4481,0803 577 8075,0703 060 0319",
"Plot H2 Along Imo Specialist Hospital Road Off Owerri/Port Harcourt Express Road, New Owerri, Imo State Nigeria",New Hotel Limited New Owerri Imo State Nigeria,info@newtonhotelsltd.com,"0803 370 0827,0810 698 0450,0816 562 3350",
"No 1 Ospuc Avenue, behind Jehova Jireh Anglican church, Egbu Owerri, Imo State Nigeria",Ospuc Hotels Egbu Owerri Imo State Nigeria,support@ospuc.com,"0803 278 2968,0705 275 0014,0817 786 8908",
"No. 1/3 Nkwerre Street, Works Layout, Off Imo State University (IMSU) Junction, Owerri, Imo State Nigeria",Mavis Suites Owerri Imo State Nigeria,mavissuite@yahoo.com,"0813 711 1222,0909 524 3857,0703 089 2297",
"11 John Okorie Street, Road 3, Imo Housing Estate, Umuguma, Owerri, Imo State, Nigeria","M7 Suites Ltd Umuguma, Owerri Imo State, Nigeria",m7suites@qualityservice.com,"0706 444 7999,0810 346 0438,0802 264 5681",
"Plot 12, Commercial District G,  PortHacourt Owerri Road, New Owerri, Imo Nigeria",Greatwood Hotels New Owerri Imo Nigeria,info@greatwoodhotels.com,"0902 010 3352,0907 136 8220",
"Along Sam Mbakwe Avenue, off Yar Adua Way, Owerri, Imo State Nigeria",Eastern Emirate Hotel & Suites Limited Owerri Imo State Nigeria,,0806 410 1411,
"Area G off Uwazurike Street Behind Ojukwu Library, New Owerri, Imo State Nigeria",La Amistad Suites New Owerri Imo State Nigeria,,"0705 242 0049,0803 306 2200",
"Plot C/11 Ugwu-Orji Layout, Works, Okigwe Road, Owerri, Imo State, Nigeria","East Gate Hotel Okigwe Road, Owerri Imo State, Nigeria",reservation.owerri@eastgatehotelsonline.com,"0803 092 6937,0802 538 5683,0810 857 7991",
"1 Dovely Palace Hotel Road, Owerri Onitsha Express Way, Irete, Owerri, Imo State, Nigeria","Dovely Palace Irete, Owerri Imo State, Nigeria",dovelypalace@yahoo.com,"0903 119 6289,0816 556 4587",
"C-30 Works Layout, Owerri, Imo State, Nigeria","Cradle Hotel Owerri Imo State, Nigeria",,,
"Plot 62/63 Ikenegbu Layout, Owerri, Imo Nigeria",Comet Hotel and Conferences Owerri Imo Nigeria,admin@comethotels.com,"81,762,717,070,817,600,000,000,000,000,000",
"Plot 179 Chukwuma Nwoha Road, Ikenegbu Layout Extension, Owerri, Imo State Nigeria",Clairbon Plaza Hotel Limited Owerri Imo State Nigeria,clairbonplaza@netzero.net,"0813 444 4488,0802 240 9444",
"No 3 Ejiaku Street, off Mbasi Road, Owerri, lmo Nigeria",Sleekblue Media Houz Owerri lmo Nigeria,,0803 732 1545,
"ASJ Football Academy Eziobodo, Owerri West, lmo Nigeria",ASJ Football Academy Owerri West lmo Nigeria,,0803 295 9785,https://asj-football-academy.business.site/
"Along MCC Uratta Road, Owerri, Imo State Nigeria",Prince Graphics Owerri Imo State Nigeria,princegraphics47@gmail.com,"0813 568 3958,0812 931 0210",
"Polkadot Design Center, Beside World bank, Owerri, lmo Nigeria",Polkadot Design Owerri lmo Nigeria,,0813 292 3025,
"Owerri - Orlu Road, Amakohia-Akwakuma, Owerri, lmo Nigeria",Natural Koncept Art & Prints Owerri lmo Nigeria,,0703 443 1731,
"No 40 Amaigbo Road, Owerri, Imo State Nigeria",Donac Arts & Prints Owerri Imo State Nigeria,,8067468135,
"Dove Arts Affairs Gallery Center, Owerri, lmo Nigeria",Dove Arts Affairs Gallery Owerri lmo Nigeria,bennwafather@yahoo.com,"0803 399 0832,0903 013 4057",
"No 6 Umez Eronini Street. Ikenegbu Layout, Owerri, Imo State Nigeria",STA Studio Owerri Imo State Nigeria,,8036751865,http://okeyikehphotography.com/
"Block 8, Vip Line New Market, Owerri, Imo State Nigeria",Tobest Investment Company Owerri Imo State Nigeria,,0806 083 1130,
"8 Assumpta Avenue, Fuason Industrial Compound, Owerri, Imo Nigeria",Stallion Auto Service Centre Owerri Imo Nigeria,,"0808 395 1577,0803 939 6809,0807 847 7217",
"60 Nwachukwu Orizu Street, Area M, Zone C, World Bank, Owerri, lmo Nigeria",Relics Castle Gallery Limited Owerri lmo Nigeria,info@rcg.com.ng,0803 330 0761,http://www.rcg.com.ng/
"Area 'N' Zone 5, World Bank Estate, Owerri, lmo Nigeria",Njekwe Concepts Limited Owerri lmo Nigeria,,0803 134 3355,
"No 150/152 Douglas Road, Owerri, Imo State, Nigeria","Ekene Mbanefo & Bros Owerri Imo State, Nigeria",,0803 952 8472,
"Plot 427/433, Works Layout Okigwe Road, Owerri, lmo Nigeria",Diligent Driving School Owerri lmo Nigeria,,0706 326 5414,
"Suite: 4, Dan Anyiam Shopping Plaza, Opp. Zenith Bank, 114 Wetheral Road, Owerri, Imo State Nigeria",Decency Driving School Owerri Imo State Nigeria,,0803 692 0447,
"No 67 Douglas Road, Owerri, lmo Nigeria",Clon Driving School Owerri lmo Nigeria,,0703 029 4139,
"No 114 Wethdral Road, Owerri, Imo State Nigeria",Premium Standard Driving School Owerri Imo State Nigeria,,"0810 950 8860,0810 950 8860",https://www.premiumstandard.org/
"24 Wethral Road, Opposite FSP Park, Owerri, Imo State Nigeria",Lensol Nigeria Ltd Owerri Imo State Nigeria,owerri@lensolgtrac.com,"0803 529 2007,0803 334 6418,0809 842 1881",http://lensolgtrac.com/
"Besides Rennys Fast Food, 114 Wetheral Road, Owerri, Imo Nigeria",Eddison Driving School Owerri Imo Nigeria,info@premiumstandards.com.ng,"0810 950 8860,0908 195 3131,0908 195 3132",https://www.eddisondriversinstitute.com/
"42 New Road/Spibat, by Foundation Road, Amakohia, Owerri, Imo State, Nigeria","X6 Nite club Amakohia, Owerri Imo State, Nigeria",,"0816 702 2397,0706 512 9500",
"1 justice Oputa Close, New Owerri, Owerri, Imo State",The Hive Outdoor Owerri Imo State,info@thehiveoutdoor.ng,"0706 355 9071,0908 093 7404",
"267 Ikenegbu layout Opposite Noble Supermarket, Owerri, lmo Nigeria",Smiley Fun House Owerri lmo Nigeria,smileyfunhouse@gmail.com,0803 416 0268,
"The Avat Event Place,, New Owerri, Owerri, Imo State, Nigeria","Play Royal Night Club New Owerri, Owerri Imo State, Nigeria",,"0808 172 5777,0803 591 1228",
"Nekede Old Road, Owerri West, Nekede, Imo State, Nigeria","Owerri Zoo Owerri West, Nekede Imo State, Nigeria",,0814 466 4997,
"Kanu Sports Center Along Bishops Court By Imsu, Owerri, lmo Nigeria",Kanu Sports Center Owerri lmo Nigeria,kanusportscenter@gmail.com,0813 826 4490,
"Junic Recreation Centre NTA Premises, Owerri, Imo State, Nigeria","Junic Recreation Centre Owerri Imo State, Nigeria",junicrecreationcentre@gmail.com,0803 230 9412,
"Plot 1007B Secretariat Area, Off Port Harcourt Road Behind Central Bank, Owerri, lmo Nigeria",Jesus Christ Never Fails Arena Owerri lmo Nigeria,,0803 338 6955,
"off Onitsha Road, Beside A.A. Rano Fuel Station, Egbeada, Owerri, Imo State, Nigeria","Graceland Event Center Egbeada, Owerri Imo State, Nigeria",ucheyaajaero@gmail.com,0904 958 8040,
"58 Owerri - Orlu Road, Amakohia-Akwakuma, Owerri, Imo State, Nigeria",Dolphins Cinema Ltd Amakohia,,0814 724 4481,
"No 1 Douglas Road / Assumpta Avenue, Owerri, Imo State, Nigeria","Ama JK Recreation Park Owerri Imo State, Nigeria",,0806 900 2055,
"No, 4 Oru street, Fish Island, Ikenegbu Extension, Owerri Municipal, lmo Nigeria",Peace Island Recreation Arena Owerri Municipal lmo Nigeria,,0806 337 8236,https://peace-island-recreation-arena.business.site/
"Old Ministry Of Works Okigwe Road, Owerri, Imo State, Nigeria","Imo State Mass Transport Company Owerri Imo State, Nigeria",,0813 619 7676,
"No. BB4 Heroes Apartment, Chief Even Enwerem Avenue, New Owerri, Imo State, Nigeria","Bolt Office Owerri New Owerri Imo State, Nigeria",owerri@bolt.eu,0811 062 3851,https://bolt.eu/en/cities/owerri/
"Egbu Road beside Ugwu Ekwema Civic Centre, Owerri, Imo State, Nigeria","Bestway Transport Limited Owerri Imo State, Nigeria",,0706 274 3680,
"Mail Impex Global Res. Nig. Ltd. 1 WALS Close (Off Peter Odili Rd.). Trans-Amadi, Port Harcourt, Rivers Nigeria",Impex Worldwide Express Port Harcourt Rivers Nigeria,phc@impexworldwide.com,"0809 931 1724,0709 814 1905,0709 814 1907",http://www.impexworldwide.com/
"Plot C38 Egbo Road Opposite Young Shall Grow, Owerri, Imo State, Nigeria","Ascent Transport Management Owerri Imo State, Nigeria",info@atmnigeria.com,"0813 942 9995,0907 444 4094",https://atmnigeria.com
"Km 5 MCC Uratta Road, Owerri, Imo State Nigeria",ABC Transport Shuttle Services Owerri Imo State Nigeria,info@abctransport.com,0704 222 6222,http://www.abctransport.com/
"No 31 Wetheral Road, Owerri, Imo State Nigeria",Topclass Travels & Tours Limited Owerri Imo State Nigeria,viviangozi88@gmail.com,"0806 453 6071,0706 556 4084,0803 480 7303",
"109 lkenegbu Maris Supermarket Junction, Owerri, lmo Nigeria",Smart Travels Owerri lmo Nigeria,,0803 044 3180,
"74 Ikenegbu Extension, Owerri, Imo State",Only Flights Travel and Tours Ltd Owerri Imo State,onlyflights74@gmail.com,"0806 453 6071,0701 902 3800",
"No 133/135 Wetheral Road, Owerri, lmo Nigeria",Noble Link Travel Agency Owerri lmo Nigeria,,0803 350 9743,
"CRISP ROYAL HOTEL, 405 Works Layout, Owerri, Imo State Nigeria",Gusta Vic Travel & Tours Owerri Imo State Nigeria,gustavictravelsng@gmail.com,"0703 521 0530,0818 648 8206",
"No 34 Claret Academy Street, New Owerri, lmo Nigeria",Noc,,0903 880 6996,
"No 69 Okigwe Road, Owerri, lmo Nigeria",Comfort Holidays Limited Owerri lmo Nigeria,,0703 521 0530,
